theta_H,phi_H,theta_V,phi_V,R,G,B
0.283434,1.300196,0.963613,4.991589,1.943435,1.907413,1.817358
0.487696,4.676396,0.686288,4.212853,1.028264,1.006617,0.952498
0.626290,5.388390,1.003896,4.289672,0.003931,0.003849,0.003643
0.356284,4.401509,0.878522,3.359202,0.212105,0.207646,0.196499
0.378374,1.677825,0.396333,4.440029,1.528959,1.496824,1.416486
0.226471,4.665336,0.812239,1.008299,7.590759,7.434869,7.045142
0.272177,1.612477,0.989652,3.381585,8.269730,8.102288,7.683685
0.234537,1.506436,0.140294,5.985780,2.307876,2.259290,2.137822
0.959981,4.122784,0.885255,4.898441,0.002389,0.002339,0.002213
0.276731,0.023708,0.543451,5.962738,0.004727,0.004628,0.004379
0.479592,2.190449,1.122758,1.332877,0.011189,0.010955,0.010369
0.243479,1.641482,0.865709,0.280475,4.445031,4.351853,4.118909
0.570417,5.382424,0.799044,0.086311,0.003625,0.003549,0.003358
0.931969,5.187812,0.832883,4.623621,0.003757,0.003678,0.003480
0.751892,3.481667,1.074292,4.862529,0.000994,0.000974,0.000924
0.403857,4.904352,0.793088,3.553039,0.548734,0.537208,0.508394
0.196138,2.403543,1.402664,2.299477,0.309921,0.304157,0.289748
0.186069,4.787860,0.734299,1.862088,6.144338,6.016237,5.695984
0.016559,2.499112,0.319748,6.238272,3.693950,3.616183,3.421764
0.115000,1.437507,0.207556,2.100395,2.892725,2.831826,2.679577
0.812235,0.321368,0.949178,0.579730,0.000232,0.000227,0.000215
0.810784,3.462816,0.470216,3.729168,0.000296,0.000290,0.000274
0.430135,4.616951,0.823090,2.176568,4.461423,4.376198,4.163137
0.998396,2.825532,0.964433,2.663952,0.000197,0.000192,0.000182
0.034852,1.406566,0.873717,2.107557,7.761595,7.598952,7.192343
0.182612,4.551683,0.906178,1.628607,6.571176,6.439087,6.108867
0.665635,1.556047,0.833807,1.024817,0.745033,0.729348,0.690136
0.601379,0.949068,0.877156,6.172007,0.004622,0.004525,0.004282
0.757807,2.501044,0.517787,3.027580,0.000559,0.000547,0.000517
0.393208,4.680347,0.266055,4.488376,1.332082,1.304038,1.233928
0.352663,5.761785,0.976767,4.177135,0.010523,0.010307,0.009768
0.059142,5.338816,0.441233,3.322644,2.144360,2.099216,1.986357
0.071222,1.572555,1.404533,3.330464,136.829697,135.248566,131.295731
0.823418,3.541629,1.215309,2.913046,0.000420,0.000412,0.000389
0.379696,4.787826,0.495305,0.179938,1.648767,1.614068,1.527321
0.639789,4.712324,0.922881,6.224635,2.844659,2.786514,2.641151
0.144259,2.213168,0.267975,3.375754,0.252053,0.246747,0.233481
0.194046,4.917962,0.554134,4.622242,1.372912,1.344009,1.271751
0.726374,2.872521,0.681687,3.376333,0.000274,0.000268,0.000254
0.360228,4.918436,0.628675,1.935052,1.023184,1.002051,0.949219
0.103343,1.479725,0.432178,2.977590,3.906271,3.824034,3.618443
0.316817,1.593589,0.946947,4.297973,13.264559,13.025889,12.429215
0.042641,2.045167,0.939453,1.662130,6.530888,6.394518,6.053592
0.226401,1.512340,1.027169,6.196023,8.885725,8.704891,8.252807
0.894636,5.215000,0.792536,6.145342,0.004137,0.004049,0.003832
0.155885,3.868982,0.703993,3.226619,0.135761,0.132903,0.125759
0.171822,1.761469,1.306999,0.113115,26.412491,25.999018,24.965330
0.506180,4.443407,0.675518,4.338840,0.065160,0.063789,0.060359
0.105066,5.957266,1.142854,5.731294,0.587477,0.575493,0.545532
0.161810,4.687383,0.345675,2.408997,3.677934,3.600505,3.406932
0.133999,4.741833,1.262480,0.618720,43.412994,42.755810,41.112846
0.422230,4.666178,0.365095,4.074970,1.153545,1.129260,1.068547
0.101192,6.019560,0.432029,3.398681,0.221072,0.216418,0.204783
0.190261,4.688279,0.630418,0.862017,5.269167,5.158490,4.881797
0.420006,1.334182,1.468157,6.197096,6.124629,6.053071,5.874173
0.526594,1.358640,0.640182,1.347656,0.110317,0.107995,0.102188
0.275233,1.481453,0.902231,6.151031,4.424158,4.332190,4.102268
0.018845,3.591452,0.976601,1.159998,8.851719,8.669069,8.212441
0.152658,0.780376,1.201010,0.981215,0.429244,0.420516,0.398695
0.469642,1.613063,0.310790,2.226831,1.025581,1.003990,0.950012
0.198886,4.801114,0.942916,1.292634,9.998192,9.801393,9.309396
0.773579,3.829085,0.913896,4.660178,0.000757,0.000741,0.000701
0.062814,4.860580,0.931474,1.587180,9.817003,9.614543,9.108392
0.760623,5.110752,0.136709,5.751869,0.013460,0.013177,0.012469
0.182242,4.817577,1.324619,5.102228,11.035101,10.820443,10.283798
0.378576,4.826347,0.725380,0.464546,1.968496,1.927442,1.824807
0.561932,4.456256,0.896660,5.117315,0.074582,0.073012,0.069087
0.795230,2.595902,1.083927,2.286103,0.000399,0.000390,0.000369
0.703874,3.388255,0.772887,4.376895,0.000401,0.000393,0.000372
0.342132,4.969499,0.261939,4.446209,0.219063,0.214452,0.202922
0.211231,1.749370,0.343327,0.692546,1.366873,1.338097,1.266156
0.183792,4.678940,0.644407,0.771852,5.327775,5.215866,4.936096
0.048970,1.291633,1.168825,0.341167,17.888166,17.538189,16.663244
0.101562,1.467907,1.019467,3.118347,11.975932,11.730974,11.118579
0.562257,4.768624,0.304843,2.569272,1.398069,1.368696,1.295264
0.605318,1.873161,0.588766,0.516065,0.053505,0.052380,0.049567
0.121321,4.756542,0.901549,2.543020,9.797341,9.594703,9.088104
0.520203,0.450566,0.553174,0.129649,0.000778,0.000762,0.000721
0.470346,4.513555,1.412694,6.185289,27.817846,27.594374,27.035690
0.166178,1.425653,0.757617,1.055941,3.003113,2.939901,2.781872
0.125355,4.774174,1.164202,0.165983,21.197544,20.793961,19.784998
0.718211,1.460913,0.976420,1.163508,0.256129,0.250737,0.237257
0.033066,0.923568,0.412404,3.790622,3.412649,3.340804,3.161193
0.134917,4.483818,0.272798,2.722802,1.997968,1.955905,1.850749
0.422280,4.803394,0.935181,5.134009,1.059526,1.037222,0.981461
0.122754,1.923280,0.588141,2.083040,1.495956,1.464463,1.385729
0.661741,2.140739,1.001656,3.284435,0.006311,0.006179,0.005849
0.611030,1.832304,0.960802,2.043282,0.050299,0.049240,0.046592
0.486206,3.231195,1.423733,3.443206,0.003290,0.003222,0.003051
0.543085,1.678373,1.064357,1.281258,0.573012,0.560950,0.530796
0.684047,4.605426,0.178686,0.199951,0.581229,0.569011,0.538467
0.056856,4.515907,1.167133,2.424620,20.655214,20.266943,19.296265
0.478945,6.225254,0.684184,5.177578,0.000910,0.000891,0.000843
0.531742,3.851643,0.678814,2.533005,0.002319,0.002270,0.002148
0.201959,3.889650,0.739339,5.485313,0.078468,0.076819,0.072697
0.235881,5.013309,0.797997,4.339634,0.588918,0.576523,0.545535
0.701733,1.505015,1.262331,1.396773,0.642517,0.628991,0.595178
0.131836,4.968857,1.003650,5.582404,4.097479,4.011906,3.797972
0.391868,1.788135,0.877055,0.880829,0.369055,0.361290,0.341879
0.029531,0.108838,0.486944,3.706341,2.742978,2.685233,2.540871
0.313229,1.560699,0.846357,2.324190,2.880830,2.820203,2.668635
0.979442,0.183684,0.683615,0.298144,0.000235,0.000230,0.000217
0.541993,1.693720,0.826533,2.367266,0.415472,0.406726,0.384859
0.582677,0.150208,1.122556,4.898678,0.001793,0.001759,0.001674
0.254816,0.601107,0.439090,0.003941,0.012855,0.012584,0.011907
1.048066,1.604503,1.281292,2.088387,0.609092,0.596269,0.564213
0.081465,0.207489,0.883729,2.409870,0.818455,0.801422,0.758839
0.176096,4.358873,0.632655,4.480330,0.701031,0.686273,0.649377
0.276034,5.018303,0.921983,3.202041,0.913449,0.894689,0.847790
0.259926,0.726596,0.690504,1.823580,0.023170,0.022682,0.021463
0.759719,1.074233,1.076212,0.888803,0.003914,0.003832,0.003626
0.822182,4.891677,0.817608,4.408854,0.077044,0.075422,0.071367
0.180423,4.543405,0.113739,2.247948,1.788693,1.751036,1.656894
0.040523,4.551862,0.749247,0.137003,6.860064,6.715888,6.355445
0.499695,3.364453,0.971517,4.567151,0.001368,0.001339,0.001268
0.189697,1.403245,0.496862,0.148617,1.978240,1.936593,1.832477
0.759021,3.442832,1.008083,4.357434,0.000388,0.000380,0.000360
0.286773,1.488606,1.074143,1.130255,3.164977,3.098547,2.932472
0.074187,4.525649,1.291084,1.472777,35.695026,35.191605,33.933041
1.251982,1.765168,1.147707,1.747873,0.070953,0.069460,0.065725
0.048580,5.665356,1.242832,3.007681,18.027674,17.724119,16.965231
0.942496,4.730295,1.238793,5.281823,0.694932,0.680303,0.643732
0.074245,1.105025,0.199073,0.248197,1.814441,1.776242,1.680745
1.052761,4.428935,0.701870,4.922546,0.027600,0.027019,0.025566
0.354844,1.096050,1.286525,1.484259,0.093083,0.091153,0.086328
0.053212,2.035598,0.379741,1.799989,2.732999,2.675463,2.531621
1.227839,1.342444,1.075352,1.303517,0.043334,0.042422,0.040141
0.219615,1.304722,0.605394,2.233783,0.790864,0.774215,0.732592
0.176321,4.544154,0.312057,0.132278,2.030646,1.987896,1.881020
0.921793,0.576033,1.175349,0.027600,0.000440,0.000431,0.000408
0.037559,5.213400,0.813083,0.835787,6.063491,5.936305,5.618340
0.466623,2.225207,0.631176,2.160839,0.004839,0.004737,0.004483
0.345723,1.225873,0.724213,2.544515,0.159342,0.155990,0.147611
0.614191,1.701795,0.840877,1.630775,0.235189,0.230237,0.217859
0.208572,4.512135,0.572238,0.382312,1.885119,1.845465,1.746330
0.125825,1.687482,1.013735,1.187190,6.761115,6.619994,6.267193
0.359048,4.747562,0.380563,0.106309,1.977298,1.935673,1.831610
0.146436,1.588023,0.139542,1.288275,3.111017,3.045522,2.881784
0.037600,5.943138,0.143954,0.952722,1.708218,1.672255,1.582349
0.501582,3.464534,0.396659,4.162176,0.000773,0.000757,0.000716
0.064048,2.184886,1.199414,3.419025,10.323501,10.126713,9.634742
0.271844,4.962175,0.094863,2.780755,0.468003,0.458150,0.433518
0.592763,4.690402,0.513704,3.653260,1.000424,0.979364,0.926712
1.115965,5.851446,1.475723,5.495889,0.000395,0.000387,0.000366
0.262378,1.850848,0.294614,5.329435,0.482976,0.472809,0.447391
0.182264,1.759165,1.028960,3.001802,4.753823,4.655534,4.409811
0.330564,1.242498,1.330545,1.084451,0.425787,0.417025,0.395119
0.394329,4.688543,0.792664,3.881320,1.912578,1.872318,1.771668
0.309998,1.139157,1.257215,0.700597,0.227612,0.222906,0.211143
0.413940,4.635467,0.122910,6.008261,1.072822,1.050237,0.993772
0.184579,4.638702,0.550813,4.006435,2.977108,2.914433,2.757743
0.333924,0.120055,0.541887,0.434210,0.002406,0.002356,0.002229
0.429856,4.261209,1.126663,5.286170,0.055434,0.054282,0.051401
0.485124,1.158516,1.126276,5.980765,0.093203,0.091368,0.086782
0.217611,1.456926,1.349281,6.258766,32.578197,32.080925,30.837748
0.230757,0.575670,0.498801,6.010357,0.018544,0.018154,0.017178
0.067437,4.148580,0.724609,4.022105,2.509765,2.456950,2.324912
0.139148,1.662283,0.643959,1.276347,3.689014,3.611354,3.417203
0.279296,1.552554,0.954657,6.058040,7.774034,7.615265,7.218343
0.401049,2.073198,1.039598,2.282367,0.029638,0.029015,0.027455
0.285861,1.420248,1.155566,2.348360,2.953171,2.892321,2.740196
0.176648,1.851131,1.141439,2.838934,3.603980,3.530655,3.347341
0.054427,3.056778,0.273080,4.693492,0.865031,0.846820,0.801292
0.230841,1.676168,0.464290,3.152778,2.262003,2.214384,2.095334
0.265751,3.125405,0.185212,2.099173,0.005269,0.005158,0.004880
0.184911,5.121855,1.115830,5.454778,1.009151,0.988171,0.935721
0.551920,2.605464,1.156544,3.772832,0.002359,0.002311,0.002189
0.456823,1.632279,0.388425,4.710464,2.073592,2.030135,1.921491
0.479078,0.822673,0.840355,0.139442,0.003913,0.003831,0.003625
0.194422,0.319705,0.408298,0.395020,0.019735,0.019320,0.018281
0.188635,1.433963,0.909457,0.498936,3.912307,3.830186,3.624884
0.303131,1.439753,0.408164,4.269996,1.641443,1.606914,1.520590
1.036549,4.469895,0.799031,3.968399,0.034424,0.033699,0.031888
0.771881,4.556474,0.883839,6.010020,0.523506,0.512788,0.485992
0.054354,3.422416,0.751826,1.929623,1.527277,1.495170,1.414903
0.260489,1.718593,1.029564,3.940791,6.926577,6.796644,6.471809
1.219828,2.489684,1.336875,2.334197,0.000548,0.000536,0.000507
0.534272,5.257369,0.951998,4.662092,0.007851,0.007686,0.007273
0.683422,3.982023,0.762244,3.805908,0.001174,0.001149,0.001087
0.367683,1.153283,0.977689,6.078016,0.120468,0.117965,0.111707
0.103552,4.256126,0.657074,3.989418,1.492322,1.460908,1.382371
0.473282,4.574383,0.711891,3.158152,0.680331,0.666034,0.630292
1.217772,5.028946,1.178928,5.095966,0.014396,0.014093,0.013335
0.103696,4.669696,0.443120,3.405796,4.053909,3.968565,3.755202
0.249404,4.696750,1.068655,4.462286,4.773753,4.673626,4.423307
0.770105,1.771500,0.469380,1.042964,0.079864,0.078182,0.073979
0.406466,0.909499,0.680260,0.863287,0.007710,0.007547,0.007141
0.026580,2.768010,1.162344,4.075773,12.115727,11.880874,11.293739
0.284321,1.677457,0.972843,1.603395,2.161231,2.115762,2.002087
0.050888,1.864569,0.598592,1.922188,4.198873,4.110482,3.889504
0.222922,4.340147,0.558885,4.852211,0.314735,0.308109,0.291544
0.602824,0.814103,0.730106,1.054645,0.001459,0.001429,0.001352
0.225486,2.886712,0.809361,5.638550,0.038976,0.038177,0.036179
0.354497,5.057973,0.790600,4.589930,0.109007,0.106713,0.100975
0.454243,4.728625,0.165740,0.737776,1.627244,1.592990,1.507355
1.054081,4.692561,1.036705,4.823871,0.496458,0.486007,0.459877
0.627727,3.875897,0.623878,3.522686,0.000977,0.000956,0.000905
0.406984,4.640878,1.186691,2.802698,14.683875,14.452446,13.873875
0.776213,4.929946,0.690555,5.281497,0.046793,0.045807,0.043345
1.259068,2.937502,1.439865,1.927016,0.000498,0.000488,0.000462
0.286640,5.652703,0.715742,0.014643,0.011261,0.011024,0.010432
0.301082,4.609489,0.439995,1.412498,2.228454,2.181600,2.064465
0.130605,1.725095,1.254755,6.096457,33.669617,33.117180,31.736097
0.216741,4.705080,0.584961,2.454999,4.555356,4.459574,4.220121
0.021163,1.818565,1.443085,4.201948,92.591820,91.742920,89.620651
0.684802,4.313680,1.195979,4.214717,0.012460,0.012198,0.011542
0.348237,4.788666,1.262338,4.030587,4.307122,4.218838,3.998127
0.466642,4.706387,0.934775,5.283652,1.586526,1.553130,1.469640
0.214963,4.354465,0.309550,2.773898,0.383484,0.375411,0.355227
0.571278,0.955579,0.566248,5.336993,0.008486,0.008309,0.007866
0.371927,3.656233,1.009763,3.254638,0.004556,0.004460,0.004220
0.113893,1.832207,0.937287,5.286760,6.752808,6.615266,6.271412
0.557895,4.672423,0.162378,4.495049,0.880922,0.862376,0.816012
0.609744,4.841855,1.370035,4.487281,0.541444,0.530080,0.501669
0.216726,1.475424,0.548574,3.919158,3.488191,3.414834,3.231444
0.115009,1.526683,0.638481,0.602237,4.639617,4.541952,4.297790
0.248025,0.730223,0.176307,0.440105,0.019280,0.018874,0.017860
0.087965,4.544183,0.882898,1.921264,8.078882,7.911325,7.492431
0.616643,2.250437,1.187731,1.365438,0.004120,0.004033,0.003818
0.186448,1.464199,0.378269,0.713405,2.365144,2.315352,2.190870
0.141962,5.002783,0.999384,2.662376,5.843668,5.726994,5.435308
0.553855,5.742843,0.484259,4.887827,0.000927,0.000907,0.000858
0.034098,5.174335,0.850108,3.070047,7.508143,7.350996,6.958126
0.101226,5.451740,0.691229,0.414236,0.733744,0.718304,0.679704
0.889028,3.589603,1.339891,3.252790,0.000484,0.000474,0.000448
0.450050,4.829904,1.163238,4.129769,1.158113,1.133844,1.073173
0.045102,2.599344,0.480232,1.016273,1.864347,1.825098,1.726976
0.350257,4.784516,0.585357,4.801807,1.298202,1.270871,1.202545
1.197517,5.278545,1.372686,4.886463,0.002307,0.002258,0.002137
0.330980,4.692090,1.012241,0.300369,9.831269,9.639254,9.159213
0.355479,0.764065,0.518365,0.719613,0.006273,0.006141,0.005811
0.281855,1.368103,1.197362,0.866260,1.742494,1.706330,1.615919
1.052228,5.828983,1.169840,5.877514,0.000258,0.000253,0.000239
0.248213,1.008343,0.483184,1.080591,0.064956,0.063588,0.060169
0.259449,4.707185,0.859750,5.922932,4.543748,4.448342,4.209826
0.048872,5.279271,0.284815,0.904404,2.511690,2.458812,2.326618
0.073209,2.868593,0.963956,0.965059,1.277472,1.251105,1.185187
0.390884,4.453552,0.516072,2.888098,0.220008,0.215377,0.203801
0.525329,6.251617,0.747413,1.018106,0.000722,0.000707,0.000669
0.739974,4.699434,1.134916,5.933739,2.120633,2.077266,1.968848
0.020118,0.832298,0.572903,2.016294,4.483004,4.388634,4.152709
0.068441,4.749976,1.412278,5.551668,54.427296,53.659470,51.739910
0.495012,1.726644,0.841416,1.487683,0.297771,0.291502,0.275830
0.101681,1.388599,0.338113,2.914209,3.063254,2.998764,2.837540
0.267785,4.724212,0.746506,0.768494,6.025391,5.900192,5.587195
0.475752,2.786042,0.729047,1.335475,0.001723,0.001687,0.001596
0.151178,4.706197,0.413141,5.276113,3.359180,3.288461,3.111662
0.156771,5.155674,0.427549,4.993008,0.496059,0.485616,0.459508
0.248419,4.644410,0.303291,3.716664,2.091495,2.047464,1.937385
0.406511,1.511052,0.815469,2.702411,1.954734,1.913637,1.810894
0.107537,4.456838,0.678050,3.398158,3.213386,3.145755,2.976676
0.078844,6.042247,0.238662,4.626210,0.360622,0.353030,0.334050
0.401243,4.708721,1.037224,2.906794,9.006107,8.833126,8.400671
0.019717,5.675137,0.561615,4.071417,4.244373,4.155026,3.931658
0.204884,4.096322,0.981072,4.173242,0.169702,0.166137,0.157223
0.054973,4.679275,0.800124,5.976228,7.301549,7.148186,6.764779
0.275628,1.432701,0.840035,4.537766,4.839249,4.743274,4.503336
0.273335,4.867223,0.880113,2.615507,4.029913,3.948383,3.744559
0.031453,1.916989,1.091367,2.871104,14.800194,14.501396,13.754402
0.306190,1.459451,1.334676,6.276531,17.175913,16.901386,16.215069
0.256523,4.784020,1.073481,2.413613,17.098757,16.801218,16.057364
0.521883,0.620078,1.272959,0.463570,0.002739,0.002682,0.002538
0.651329,1.584409,0.777257,3.248930,2.762569,2.705856,2.564072
0.242745,1.792882,0.774244,2.877898,1.156472,1.132141,1.071313
0.458455,1.585693,0.424567,0.826195,1.225182,1.199389,1.134905
0.183353,1.387768,0.754996,1.604795,2.095742,2.051626,1.941337
0.260560,0.314462,1.005443,5.669517,0.014898,0.014586,0.013806
0.427250,3.432561,0.675925,2.491177,0.001455,0.001424,0.001348
0.116043,6.021131,1.177111,1.233191,0.522051,0.512041,0.487015
1.117435,2.774583,1.272658,2.979290,0.000277,0.000271,0.000257
0.257014,5.226068,0.651090,4.455980,0.091499,0.089573,0.084758
0.127399,1.568921,0.617566,5.043035,5.675060,5.555737,5.257430
0.096585,1.482364,0.183996,1.499052,3.307934,3.238293,3.064191
0.372595,4.847542,0.692515,1.371435,2.392593,2.343922,2.222245
0.044996,4.028395,1.178571,5.454816,11.769934,11.544467,10.980801
0.422599,4.537596,1.326059,5.889982,2.963219,2.911229,2.781252
1.035400,0.891259,1.001620,0.440278,0.001016,0.000994,0.000941
0.441447,1.963735,1.091270,1.801908,0.048016,0.047006,0.044480
0.034101,4.678171,0.689001,5.063716,5.729058,5.608497,5.307092
0.568294,1.798396,0.379017,3.312605,0.122941,0.120353,0.113885
0.111737,0.250630,0.865486,1.026620,0.227131,0.222361,0.210434
0.519675,2.372164,0.952002,2.909211,0.002611,0.002556,0.002418
0.052702,1.517910,0.841550,4.602950,8.385540,8.210360,7.772406
0.305360,1.701802,0.455202,2.666570,1.094732,1.071685,1.014068
0.567737,4.040048,0.943106,5.015702,0.004196,0.004108,0.003888
0.469322,1.146571,0.679448,2.482112,0.033426,0.032723,0.030965
0.873354,4.759129,0.955405,5.702152,0.730585,0.715224,0.676822
0.022565,2.404350,0.715207,5.586044,5.432524,5.318299,5.032734
0.100492,5.006255,0.779514,0.720998,4.125621,4.039080,3.822727
0.444923,1.672183,0.844301,3.028656,1.374106,1.345300,1.273286
0.110276,2.894730,0.160502,2.307512,0.125280,0.122642,0.116049
0.501448,4.173909,0.521884,2.531858,0.012691,0.012424,0.011757
0.179219,4.929232,0.812842,4.828033,1.911264,1.871038,1.770475
1.306247,3.984560,1.247166,3.334395,0.001617,0.001583,0.001498
0.696745,1.208323,1.190512,2.226220,0.029523,0.028908,0.027372
0.135934,4.709223,1.114196,4.165854,9.860816,9.657670,9.149804
0.121071,0.407988,0.902073,1.717918,0.242353,0.237283,0.224609
0.267112,4.705098,0.232319,6.267435,2.444655,2.393188,2.264523
0.960903,4.256895,1.467012,4.313213,0.005580,0.005463,0.005169
0.681831,3.281426,0.609523,2.618011,0.000301,0.000294,0.000279
0.089013,1.817907,0.149712,5.656210,2.653162,2.597306,2.457666
0.520743,5.862910,1.276363,5.172974,0.001835,0.001797,0.001701
0.159200,5.001486,0.910362,1.667722,3.714132,3.638979,3.451098
0.533853,4.437843,0.342585,0.983730,0.142368,0.139388,0.131937
0.458279,2.078023,0.339057,6.054755,0.022473,0.022000,0.020819
0.147918,1.489180,0.513180,4.980242,4.308671,4.217998,3.991314
0.039843,5.144723,0.075757,4.664747,3.034196,2.970318,2.810623
0.146107,1.540474,0.767811,5.071812,7.369189,7.215372,6.830829
0.088875,1.668893,0.644551,5.558431,5.632271,5.513803,5.217631
0.347186,1.532857,0.789273,2.829526,2.851308,2.791375,2.641542
0.232517,4.707098,0.707392,1.004701,6.103625,5.976305,5.658003
0.096553,4.790942,0.248768,1.818620,3.715496,3.637275,3.441722
0.199804,4.602831,0.260572,2.063092,2.443798,2.392350,2.263730
0.359806,1.648784,0.554226,3.955991,2.483593,2.431518,2.301330
0.135476,5.235582,0.256942,5.467513,0.468445,0.458583,0.433928
0.706319,6.241223,0.893626,0.440542,0.000266,0.000260,0.000246
0.350805,4.994713,1.085901,3.762363,0.516907,0.506264,0.479656
0.377350,1.382453,1.215929,2.223598,1.061252,1.039328,0.984517
0.708614,1.566487,0.365848,5.877303,2.029646,1.987282,1.881373
0.440099,4.854279,0.486011,1.757071,1.160074,1.135910,1.075502
0.240740,2.646963,0.158375,1.313475,0.012333,0.012073,0.011424
0.021769,4.181944,0.387963,4.583099,3.892855,3.810900,3.606013
0.008721,4.134950,0.675879,6.124509,6.120264,5.991490,5.669554
0.112411,1.341716,0.304028,3.432168,2.517221,2.464227,2.331742
0.615440,3.447573,0.918265,1.908679,0.001217,0.001193,0.001130
0.016681,2.148638,0.971244,1.334490,9.403946,9.208901,8.721291
0.096812,1.885500,1.362362,4.204605,37.650536,37.237415,36.204624
0.584302,4.735176,0.552364,2.952804,1.983927,1.942393,1.838559
0.116353,1.116214,1.121904,4.173381,6.020102,5.911674,5.640603
0.066451,4.195199,0.376451,0.837826,2.194755,2.148550,2.033037
0.520966,0.904056,0.290255,6.270613,0.003781,0.003701,0.003502
0.278215,3.260345,0.859392,1.121356,0.015162,0.014852,0.014076
0.323006,1.579207,0.849910,3.537823,6.112532,5.986765,5.672348
0.282706,1.490519,0.233408,5.851425,1.889964,1.850175,1.750704
0.449824,2.632616,0.280380,2.576851,0.001392,0.001363,0.001289
0.317825,4.329840,0.644906,3.117620,0.128263,0.125563,0.118813
0.515876,0.241567,0.724390,0.019981,0.000625,0.000612,0.000579
0.382562,1.615819,0.365175,1.493289,1.279948,1.253002,1.185636
0.258753,4.686814,0.311083,4.321781,2.201377,2.155033,2.039171
1.021634,5.365490,1.100697,5.023192,0.001093,0.001070,0.001013
0.286671,0.582020,0.447623,2.085775,0.009836,0.009629,0.009111
0.351299,1.685122,0.601121,4.369983,2.325830,2.277395,2.156307
0.261113,1.450370,0.875349,5.324860,5.403960,5.295110,5.022986
0.140762,4.770274,1.017083,1.710830,14.367715,14.089546,13.394121
0.293210,1.477383,0.929552,2.118618,2.361841,2.312162,2.187962
0.219659,1.508557,0.480502,1.568477,2.417287,2.366397,2.239171
0.813457,5.069612,1.013421,6.134148,0.019139,0.018738,0.017735
0.687568,2.123075,0.939697,2.691532,0.003606,0.003530,0.003340
0.055826,4.108619,1.097384,6.008541,9.670838,9.479098,8.999748
0.517635,1.492116,0.562524,0.524475,0.752431,0.736591,0.696990
0.051972,2.685364,1.184556,5.688864,8.567657,8.413016,8.026413
0.498725,4.801594,0.714026,5.168871,0.619280,0.606243,0.573649
0.078556,4.207485,0.957644,2.731641,4.280283,4.191415,3.969242
0.223540,1.411381,1.045972,1.440792,2.667258,2.611302,2.471413
0.284580,1.564226,0.664660,1.738519,2.365130,2.315338,2.190857
0.090873,1.584559,1.323739,3.927132,58.855755,58.084839,56.157551
0.168304,1.196712,0.334096,1.688583,0.586487,0.574140,0.543272
0.171344,0.361329,0.428247,4.489042,0.041683,0.040805,0.038611
0.080519,1.662248,0.976716,3.146666,10.721879,10.499909,9.944984
0.159862,4.720080,0.517259,4.647278,3.403905,3.332244,3.153092
0.270048,6.152832,0.541442,3.760554,0.009606,0.009404,0.008899
0.532903,3.274831,1.297469,2.997879,0.001396,0.001367,0.001294
0.295575,1.590918,0.343564,4.660985,2.954908,2.892719,2.737246
0.030302,4.966890,1.160724,1.379315,18.490171,18.140276,17.265539
0.309467,3.711079,0.868016,1.341149,0.024283,0.023799,0.022589
0.452301,2.907890,1.219550,3.253175,0.002237,0.002190,0.002072
0.345326,3.593743,0.262990,2.470103,0.003262,0.003193,0.003021
0.326788,4.670928,0.616330,4.024421,1.898595,1.858625,1.758699
0.090913,4.907339,1.311766,3.553290,33.066059,32.516212,31.141592
0.069835,4.476984,0.559168,5.306303,3.865852,3.784469,3.581011
0.430917,4.664888,0.662993,1.126324,4.701529,4.606540,4.369070
0.680936,4.738567,0.861127,3.303793,1.989745,1.948496,1.845372
0.096110,1.702871,1.268171,4.371348,34.620285,34.116444,32.856838
0.269102,4.625422,1.187878,4.374725,4.298416,4.208910,3.985142
0.145952,1.543453,0.624323,3.655710,5.265363,5.154609,4.877722
0.254678,6.081204,1.028608,0.127289,0.013439,0.013157,0.012451
0.071626,4.945295,1.255300,4.254652,16.776411,16.462326,15.677112
0.065430,0.168172,0.217324,3.728066,0.580238,0.568022,0.537483
0.274346,1.398735,1.003151,3.277748,4.130086,4.047805,3.842101
0.758614,5.714937,1.389425,5.780251,0.000928,0.000909,0.000860
0.309019,1.034025,0.475995,2.521222,0.046696,0.045713,0.043255
0.163972,1.418440,0.693871,2.738319,3.290571,3.221330,3.048227
0.134614,4.822408,0.239568,0.613178,3.059093,2.994691,2.833686
0.155808,4.427988,0.092492,5.724220,1.129603,1.105822,1.046369
0.105046,4.497114,1.346209,0.093429,65.816925,64.929436,62.710716
0.127585,0.719036,1.291995,2.532928,2.248493,2.213341,2.125463
0.272508,1.462076,1.234922,1.045873,4.360233,4.270223,4.045197
0.640952,0.303017,0.699519,6.036773,0.000379,0.000371,0.000351
0.642909,0.913681,0.908407,1.568636,0.002413,0.002362,0.002235
0.350622,4.713354,0.469426,2.322153,3.088700,3.023784,2.861495
1.081737,3.422935,1.242872,3.371016,0.000227,0.000222,0.000210
0.249691,4.950814,0.982661,0.473865,2.201595,2.156931,2.045273
0.084887,5.179397,0.329182,1.778022,1.722201,1.685944,1.595302
0.418436,4.594410,0.266073,5.843835,0.700780,0.686027,0.649144
0.992347,5.489635,1.144264,5.139996,0.000652,0.000639,0.000604
0.861398,1.538494,0.534419,0.245067,1.333564,1.305611,1.235729
0.072969,1.322801,1.241524,0.378236,20.527657,20.142971,19.181257
0.438934,0.943242,0.451171,0.069846,0.007413,0.007257,0.006866
0.491835,1.475252,0.733420,2.032871,0.633658,0.620318,0.586967
